node1	node2	edge_score	
DB00140	MTHFR	1.0	
DB00140	RFK	1.0	
DB00140	SLC22A6	1.0	
DB00140	MAOA	1.0	
DB00140	BLVRB	1.0	
MTHFR	rs1801131	0.99
MTHFR	rs17421511	0.99
MTHFR		1.0
rs1801133	CLCN6	0.9801
MTHFR	rs1476413	0.99
MTHFR	rs1801133	0.99
RFK		1.0
MTHFR	rs4846051	0.99
Hearing Loss, Partial	CLCN6	1.0	
Hearing Loss, Partial	MTHFR	1.0	
Arterial dissection	MTHFR	1.0	
Drug Eruptions	MTHFR	1.0	
Primary malignant neoplasm of liver	MTHFR	1.0	
Abnormality of sulfur amino acid metabolism	MTHFR	1.0	
Primary angle-closure glaucoma	MTHFR	1.0	
Pleural Neoplasms	MTHFR	1.0	
Tetraplegia	MTHFR	1.0	
Recurrent major depressive episodes	MTHFR	1.0	
Aneurysm, Ruptured	MTHFR	1.0	
Lupus anticoagulant disorder	MTHFR	1.0	
Thrombophilia due to activated protein C resistance	MTHFR	1.0	
Cervical dysplasia	MTHFR	1.0	
Phenylketonuria	MTHFR	1.0	
Homocystinuria due to CBS deficiency	MTHFR	1.0	
Thrombosis of retinal vein	MTHFR	1.0	
Thyrotoxicosis	MTHFR	1.0	
Recurrent E. coli infections	MTHFR	1.0	
Femur Head Necrosis	MTHFR	1.0	
Old myocardial infarction	MTHFR	1.0	
Proliferative retinopathy	MTHFR	1.0	
Proteinuria Adverse Event	MTHFR	1.0	
Megaloblastic anemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	MTHFR	1.0	
Protein S deficiency	MTHFR	1.0	
Intermittent claudication	MTHFR	1.0	
Antithrombin III deficiency	MTHFR	1.0	
Distal myopathy Markesbery-Griggs type	MTHFR	1.0	
Puerperal Disorders	MTHFR	1.0	
Xeroderma Pigmentosum, Complementation Group D	MTHFR	1.0	
Reduced protein C activity	MTHFR	1.0	
Stenosis	MTHFR	1.0	
Subfertility	MTHFR	1.0	
Pervasive developmental disorders	MTHFR	1.0	
Cervix Diseases	MTHFR	1.0	
Venous insufficiency	MTHFR	1.0	
Rhinitis, Allergic, Perennial	MTHFR	1.0	
Resistance to activated protein C	MTHFR	1.0	
Juvenile neuronal ceroid lipofuscinosis	CLCN6	1.0	
Myelosuppression	MTHFR	1.0	
Complete trisomy 18 syndrome	MTHFR	1.0	
Deficiency of glucose-6-phosphate dehydrogenase	MTHFR	1.0	
Folic Acid Deficiency	MTHFR	1.0	
Smallpox	MTHFR	1.0	
Genomic Instability	MTHFR	1.0	
Deafness, autosomal recessive 44	CLCN6	1.0	
Deafness, autosomal recessive 44	MTHFR	1.0	
alcohol use disorder	MTHFR	1.0	
Nephrosclerosis	MTHFR	1.0	
Pregnancy in Diabetics	MTHFR	1.0	
Chronic myelopathy	MTHFR	1.0	
Ovarian hyperstimulation syndrome	MTHFR	1.0	
End Stage Liver Disease	MTHFR	1.0	
